DBLP'title,DBLP'authors,DBLP'venue,DBLP'year,ACM'title,ACM'authors,ACM'venue,ACM'year
b37vzv?n7v21+2s+Q!1nzvp+d8r5!+R9ny8n7v21+cyn16,T2r7?+T5nrsrB+evpun5q+YA+P2yr,fVTZbQ+erp25q,.**#,Optimization of dynamic query evaluation plans,"Richard L. Cole, Goetz Graefe",International Conference on Management of Data,1994
gur+upP-75rrM+N1+Rssvpvr17+V1qr +f758p785r+s25+bowrp7+b5vr17rq+Qn7non6r6,OA+f5rr1n7uB+fA+fr6unq5v,iYQO,.**#, ,"B. Sreenath, S. Seshadri",Very Large Data Bases,1994
Qn7n+Z2qryv1t+2s+gvzr-On6rq+Zrqvn,fvz21+WA+Tvoo6B+Pu5v67vn1+O5rv7r1rqr5B+Qr11v6+g6vpu5v7?v6,fVTZbQ+erp25q,.**#,Data modeling of time-based media,"Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis",International Conference on Management of Data,1994
gur+6r1625+63rp758zM+7rpu12y2t!B+75r1q6B+n1q+5r48v5rzr176,fnz8ry+Znqqr1B+jrv+U21tB+W26r3u+ZA+Uryyr567rv1,fVTZbQ+erp25q,",__;","The sensor spectrum: technology, trends, and requirements","Joseph M. Hellerstein, Wei Hong, Samuel R. Madden",ACM SIGMOD Record ,2003
V175n-g5n16np7v21+cn5nyyryv6z+v1+7ur+Zn33v1t+2s+n1+bowrp7+Z2qry+72+n+eryn7v21ny+Z8y7v-c52pr6625+f!67rz,Z2v5n+PA+a255vrB+Un16-Wö5t+fpurxB+Zvpunry+e!6,iYQO,.**%,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System,"Michael Rys, Moira C. Norrie, Hans-J&#246;rg Schek",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
Z8y7v-gnoyr+W2v16+gu528tu+Ov7zn33rq+W2v1+V1qvpr6,T2r7?+T5nrsrB+cn75vpx+RA+b'arvy,fVTZbQ+erp25q,.**$,Multi-table joins through bitmapped join indices,"Patrick O'Neil, Goetz Graefe",ACM SIGMOD Record ,1995
Rssvpvr17+P21p855r1p!+P21752y+s25+O52nqpn67+R19v521zr176,N59v1q+av7u5nxn6u!n3B+enwr1q5n1+ZA+fv9n6n1xn5n1B+Wn!n9ry+fun1z8tn681qn5nzB+X5v7uv+enznz5v7unz,fVTZbQ+P21sr5r1pr,.***,Efficient concurrency control for broadcast environments,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",International Conference on Management of Data,1999
TRaRflfM+N+f!67rz+s25+Rssvpvr17+f3n7vny+d8r5!+c52pr66v1t,gu2zn6+O5v1xu2ssB+Un16-cr7r5+X5vrtryB+enys+fpu1rvqr5B+Or51un5q+frrtr5,fVTZbQ+P21sr5r1pr,.**#,GENESYS: a system for efficient spatial query processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,1994
cYNfgVPM+erq8pv1t+d8r5!+b37vzv?n7v21+b9r5urnq6+7u528tu+cyn1+erp!pyv1t,Wn!n17+eA+Un5v76nB+ivou87v+fA+fr1tn5,fVTZbQ+erp25q,",__;",PLASTIC: reducing query optimization overheads through plan recycling,"Vibhuti S. Sengar, Jayant R. Haritsa",International Conference on Management of Data,2003
V1s2fyr87uM+frzn17vp+V17rt5n7v21+2s+V1s25zn7v21+v1+b3r1+n1q+Q!1nzvp+R19v521zr176+(R 3r5vr1pr+cn3r5),Tnyr+Zn57v1B+en!+furnB+g2zn6?+X6vr?!xB+e2or572+WA+On!n5q2+W5AB+Zn5vn1+UA+a2qv1rB+jvyyvnz+O2u5r5B+iv38y+Xn6u!n3B+PA+h11vx5v6u1n1B+evpun5q+fA+O5vprB+Z26sr4+en6uvqB+Nz!+h158uB+Noqry6nynz+UrynyB+N1q5?rw+Pvpu2pxvB+Zn5rx+e86v1xvr0vp?B+Qn55ryy+j2ryxB+Wr55!+S20yr5,fVTZbQ+P21sr5r1pr,.**^, ,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,1997
Zn33v1t+Qn7n+v1+crr5-72-crr5+f!67rz6M+frzn17vp6+n1q+Nyt25v7uzvp+V668r6,er1ér+WA+Zvyyr5B+N1n67n6v26+Xrzr176vr76vqv6B+Zn5pry2+N5r1n6,fVTZbQ+P21sr5r1pr,",__;",Mapping data in peer-to-peer systems: semantics and algorithmic issues,"Anastasios Kementsietsidis, Marcelo Arenas, Ren&#233;e J. Miller",International Conference on Management of Data,2003
Qn7non6r+Zn1ntrzr17+f!67rz6+n1q+7ur+V17r51r7,f86n1+Znynvxn,iYQO,.**%, ,Susan Malaika,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
V1p5rzr17ny+h3qn7r6+2s+V19r57rq+Yv676+s25+gr 7+Q2p8zr17+er75vr9ny,Urp725+Tn5pvn-Z2yv1nB+N17u21!+g2zn6vpB+X857+NA+fu2r16,fVTZbQ+P21sr5r1pr,.-**#,Incremental updates of inverted lists for text document retrieval,"Anthony Tomasic, H&#233;ctor Garc&#237;a-Molina, Kurt Shoens",International Conference on Management of Data,1994
Rssvpvr17+f833257+s25+V17r5np7v9r+fr59vpr+v1+Z8y7v-er62y87v21+ibQ+f!67rz6,Yrn1n+T2y8opuvxB+Xry9v1+X02x-jnv+Yn0B+W2u1+PA+fA+Y8v,iYQO+WA,.***, ,"Kelvin K. W. Law, John C. S. Lui, Leana Golubchik",Very Large Data Bases,1999
Qr6p5vov1t+frzv6758p785rq+Qn7n,Y8pn+Pn5qryyv,fVTZbQ+P21sr5r1pr,",-__.",Describing semistructured data,Luca Cardelli,ACM SIGMOD Record ,2001
gur+T5vqM+N1+N33yvpn7v21+2s+7ur+frzn17vp+jro,Pn52yr+NA+T2oyrB+Qn9vq+Qr+e285r,fVTZbQ+P21sr5r1pr,",__,",The Grid: an application of the semantic web,"Carole Goble, David De Roure",ACM SIGMOD Record ,2002
c52pr66v1t+bowrp7-b5vr17rq+d8r5vr6+0v7u+V19r57voyr+Yn7r+O281q+S81p7v216,g25r+ev6puB+f7nssn1+Sy2qv1,iYQO,.**$,Processing Object-Oriented Queries with Invertible Late Bound Functions,"Staffan Flodin, Tore Risch",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
Qr6p5v37v21+y2tvp6+s25+6rzn17vp+48r5!+237vzv?n7v21+v1+2owrp7-25vr17rq+qn7non6r+6!67rz6,Pyn8qv2+fn5725vB+f21vn+Or5tnzn6puvB+Q2zr1vp2+Or1r9r17n12,NPZ+g5n16A+Qn7non6r+f!67A,",__;",Description logics for semantic query optimization in object-oriented database systems,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",ACM Transactions on Database Systems (TODS) ,2003
Vz3529v1t+Nppr66+72+R19v521zr17ny+Qn7n+h6v1t+P217r 7+V1s25zn7v21,N17u21!+g2zn6vpB+R5vp+fvz21,fVTZbQ+erp25q,.**^,Improving access to environmental data using context information,"Anthony Tomasic, Eric Simon",ACM SIGMOD Record ,1997
Py867r5v1t+grpu1v48r6+s25+Zv1vzv?v1t+R 7r51ny+cn7u+Yr1t7u,NA+NA+Qv0n1B+fA+f8qn56un1B+fn1wrr9n+en1rB+fA+fr6unq5v,iYQO,.**%,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, Sanjeeva Rane, S. Seshadri, S. Sudarshan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
Rssvpvr17+n1q+g5n163n5r17+N33yvpn7v21+erp29r5!+v1+Pyvr17-fr59r5+V1s25zn7v21+f!67rz6,Qn9vq+OA+Y2zr7B+Tr5un5q+jrvx8z,fVTZbQ+erp25q,.**&,Efficient transparent application recovery in client-server information systems,"David Lomet, Gerhard Weikum",International Conference on Management of Data,1998
N1+R rp87v21+Z2qry+s25+Yvzv7rq+Nzovt8v7!+e8yr6+n1q+V76+N33yvpn7v21+72+Qr5v9rq+Qn7n+h3qn7r,V-Zv1+NA+Pur1B+Qr11v6+ZpYr2qB+evpun5q+U8yy,NPZ+g5n16A+Qn7non6r+f!67A,.**$,An execution model for limited ambiguity rules and its application to derived data update,"I.-Min A. Chen, Richard Hull, Dennis McLeod",ACM Transactions on Database Systems (TODS) ,1995
V1p5rzr17ny+qn7n+f758p785r6+n1q+Nyt25v7uz6+s25+Q!1nzvp+d8r5!+V17r5snpr6,Or1+fu1rvqr5zn1B+evpun5q+OrvtryB+Rtrzr1+gn1v1,fVTZbQ+erp25q,.**%, ,"Egemen Tanin, Richard Beigel, Ben Shneiderman",ACM SIGMOD Record ,1996
Qr6vt1+n1q+Vz3yrzr17n7v21+2s+eZc+-+N+iv578ny+Ryrp7521vp+Zn5xr7+cynpr,j2ystn1t+Xyn6B+f86n11r+O2yyB+Or51n5q+On77ntyv1,fVTZbQ+erp25q,.**&,Design and implementation of RMP: a virtual electronic market place,"Susanne Boll, Wolfgang Klas, Bernard Battaglin",ACM SIGMOD Record ,1998
Z29v1t+83+7ur+s22q+punv1M+f833257v1t+R-P2zzr5pr+N33yvpn7v216+21+Qn7non6r6,N1n17+Wuv1t5n1,fVTZbQ+P21sr5r1pr,",___", ,Anant Jhingran,ACM SIGMOD Record ,2000
V1qr v1t+Z8y7vzrqvn+Qn7non6r6+(g8725vny),Pu5v6726+Sny287626,fVTZbQ+erp25q,.**$,Indexing multimedia databases,Christos Faloutsos,International Conference on Management of Data,1995
b37vzv?n7v21+2s+d8r5vr6+0v7u+h6r5-Qrsv1rq+c5rqvpn7r6,X!86r2x+fuvzB+f85nwv7+Pun8qu85v,NPZ+g5n16A+Qn7non6r+f!67A,.***,Optimization of queries with user-defined predicates,"Surajit Chaudhuri, Kyuseok Shim",ACM Transactions on Database Systems (TODS) ,1999
h13npxv1t+gur+frzn17vp6+2s+f285pr+n1q+h6ntr+g2+cr5s25z+frzn17vp+erp21pvyvn7v21+V1+Yn5tr-fpnyr+V1s25zn7v21+f!67rz6,Xr1+fzv7uB+Yr2+bo567,fVTZbQ+erp25q,.***,Unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"Ken Smith, Leo Obrst",ACM SIGMOD Record ,1999
eRiVRjM+N+erny+gvzr+iv578ny+jnyx7u528tu+f!67rz,lv v1+e8n1B+muv!21t+U8n1tB+Xvn1-Yrr+gn1B+Wn621+Puv21uB+Yvqn1+fu28,fVTZbQ+P21sr5r1pr,",__.",REVIEW: a real-time virtual walkthrough system,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",International Conference on Management of Data,2001
Rssvpvr17+n1q+Rssrp7v9r+Py867r5v1t+Zr7u2q6+s25+f3n7vny+Qn7n+Zv1v1t,en!z21q+gA+atB+Wvn0rv+Un1,iYQO,.-**#,Efficient and Effective Clustering Methods for Spatial Data Mining,"Raymond T. Ng, Jiawei Han",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
fyrr3r56+n1q+j25xnu2yvp6M+Pnpuv1t+f75n7rtvr6+v1+Z2ovyr+R19v521zr176,g2zn6?+Vzvryv16xvB+Qn1vry+On5on5á,iYQO+WA,.**$,Sleepers and workaholics: caching strategies in mobile environments (extended version),"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",Very Large Data Bases,1995
b1+7ur+Qv6p29r5!+2s+V17r5r67v1t+cn77r516+v1+N662pvn7v21+e8yr6,f5vqun5+enzn60nz!B+fnzrr5+Znunwn1B+No5nunz+fvyor56pun7?,iYQO,.**&,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
O2772z-h3+P2z387n7v21+2s+f3n56r+n1q+Vpror5t+PhOR6,Xr9v1+fA+Or!r5B+entu8+enznx5v6u1n1,fVTZbQ+erp25q,.***,Bottom-up computation of sparse and Iceberg CUBE,"Kevin Beyer, Raghu Ramakrishnan",International Conference on Management of Data,1999
er6rn5pu+cr563rp7v9r6+s25+gvzr+fr5vr6+Zn1ntrzr17+f!67rz6,Q85v+fpuzvq7B+N1tryvxn+X27?+Qv775vpuB+jr51r5+Q5r!r5,fVTZbQ+P21sr5r1pr,.**#,Research perspectives for time series management systems,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",ACM SIGMOD Record ,1994
d8r5!v1t+kZY+ivr06+2s+eryn7v21ny+Qn7n,Wr55!+Xvr51n1B+Wn!n9ry+fun1z8tn681qn5nzB+Pn7nyv1n+Sn1B+R8tr1r+WA+furxv7nB+W2u1+S81qr5o85x,iYQO,",-__.",Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
erny-gvzr+Qn7non6r+-+fvzvyn5v7!+frzn17vp6+n1q+er6285pr+fpurq8yv1t,grv-jrv+X82B+Ny2!6v86+XA+Z2x,fVTZbQ+erp25q,.**%,Real-time database - similarity and resource scheduling,"Tei-Wei Kuo, Aloysius K. Mok",ACM SIGMOD Record ,1996
gur+c!5nzvq-grpu1v48rM+g20n5q6+O5rnxv1t+7ur+P856r+2s+Qvzr16v21nyv7!,Pu5v67vn1+OöuzB+Un16-cr7r5+X5vrtryB+f7rsn1+Or5pu72yq,fVTZbQ+P21sr5r1pr,.**&,The pyramid-technique: towards breaking the curse of dimensionality,"Stefan Berchtold, Christian B&#246;hm, Hans-Peter Kriegal",International Conference on Management of Data,1998
fu87q201B+O8qtr7B+n1q+S81qv1t,kvn2yrv+dvn1,fVTZbQ+erp25q,.**%,"Shutdown, budget, and funding",Xiaolei Qian,ACM SIGMOD Record ,1996
R55n78zM+N+Qn7non6r+Z2qry+s25+bowrp7+Q!1nzvp6,Zvxr+cA+cn3n?2ty28B+Or51q+WA+X5äzr5,iYQO+WA,.**^,Erratum-A database model for object dynamics,"M. P. Papazoglou, B. J. Kr&#228;mer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997
f75rnz+c52pr66v1t+2s+kcn7u+d8r5vr6+0v7u+c5rqvpn7r6,N6uv6u+X8zn5+T837nB+Qn1+f8pv8,fVTZbQ+P21sr5r1pr,",__;",Stream processing of XPath queries with predicates,"Ashish Kumar Gupta, Dan Suciu",International Conference on Management of Data,2003
QYSZM+N+g5n16np7v21ny+er6285pr+Zn1ntr5,U8v-V+U6vn2B+V1qr53ny+an5n1t,fVTZbQ+P21sr5r1pr,",___",DLFM: a transactional resource manager,"Hui-I Hsiao, Inderpal Narang",International Conference on Management of Data,2000
P2y25v1t+N0n!+P2zz81vpn7v21+v1+cn5nyyry+d8r5!+b37vzv?n7v21,enwrr9+Z270n1vB+jn4n5+Un6n1,iYQO,.**$,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
N+er48v5rzr17-On6rq+N3352npu+72+Qn7n+Z2qryv1t+n1q+er-R1tv1rr5v1t,Pu5v67vn1+gA+enzvyyr5B+Nyvpr+UA+Z817?,iYQO,.**#,A Requirement-Based Approach to Data Modeling and Re-Engineering,"Alice H. Muntz, Christian T. Ramiller",Very Large Data Bases,1994
b37vzv?v1t+Qv6w81p7v9r+d8r5vr6+0v7u+R 3r16v9r+c5rqvpn7r6,Nys216+Xrz3r5B+T8vq2+Z2r5x277rB+Zvpunry+f7rv1o5811B+Xyn86+crv7u1r5,fVTZbQ+P21sr5r1pr,.-**#,Optimizing disjunctive queries with expensive predicates,"A. Kemper, G. Moerkotte, K. Peithner, M. Steinbrunn",International Conference on Management of Data,1994
"P21pr378ny+Z2qryv1t+n1q+f3rpvsvpn7v21+Tr1r5n7v21+s25+O,O+O86v1r66+c52pr66+on6rq+21+rokZY",U!281tQ2+Xvz,fVTZbQ+erp25q,",-__,",Conceptual modeling and specification generation for B2B business processes based on ebXML,HyoungDo Kim,ACM SIGMOD Record ,2002
Q!1nzvp+er6285pr+O52xr5v1t+s25+Z8y7v-h6r5+d8r5!+R rp87v21,Qvn1r+YA+Qn9v621B+T2r7?+T5nrsr,fVTZbQ+P21sr5r1pr,.**$,Dynamic resource brokering for multi-user query execution,"Diane L. Davison, Goetz Graefe",International Conference on Management of Data,1995
Qr9ry23v1t+n1+V1qr v1t+fpurzr+s25+kZY+Q2p8zr17+P2yyrp7v21+86v1t+7ur+b5npyr&v+R 7r16vovyv7!+S5nzr025x,lv1t+U8B+gvz27u!+Pu25znB+av381+Ntn50nyB+frrzn+f81qn5nB+Wntn11n7un1+f5v1v9n6n1,iYQO,",__.", ,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
kcReNagbM+Zvqqyr0n5r+s25+c8oyv6uv1t+bowrp7-eryn7v21ny+Qn7n+n6+kZY+Q2p8zr176,Zvpunry+WA+Pn5r!B+f8oo8+aA+f8o5nzn1vn1B+R8tr1r+WA+furxv7nB+Wr55!+Xvr51n1B+Wn!n9ry+fun1z8tn681qn5nz,iYQO,",___",XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
S25zny+N63rp76+2s+P21p855r1p!+P21752y+v1+Y21t-Q85n7v21+g5n16np7v21+f!67rz6+h6v1t+7ur+ag/ci+Z2qry,Ur15!+SA+X257uB+T5rt25!+QA+f3rrtyr,NPZ+g5n16A+Qn7non6r+f!67A,.**#,Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,"Henry F. Korth, Greg Speegle",ACM Transactions on Database Systems (TODS) ,1994
kzq9g22yM+9v68ny+v17r5np7v9r+qn7n+r 3y25n7v21+n1q+75r1q+qv6p29r5!+2s+uvtu-qvzr16v21ny+qn7n+6r76,Ryxr+NA+e81qr167rv1r5B+c81v7+eA+Q26uvB+Wv1t+ln1tB+Zn77ur0+bA+jn5q,fVTZbQ+P21sr5r1pr,",-__,",XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets,"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",International Conference on Management of Data,2002
N+O5vrs+f859r!+2s+jro+Qn7n+R 75np7v21+g22y6,Or57uvr5+NA+evorv52-ar72B+Nyor572+UA+SA+Ynr1qr5B+Ny7vt5n1+f2n5r6+qn+fvy9nB+W8yvn1n+fA+grv rv5n,fVTZbQ+P21sr5r1pr,",__,",A brief survey of web data extraction tools,"Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran S. da Silva, Juliana S. Teixeira",ACM SIGMOD Record ,2002
erny+j25yq+er48v5rzr176+s25+Qrpv6v21+f833257+-+Vz3yvpn7v216+s25+eQOZf,fn1w8+XA+On16ny,fVTZbQ+erp25q,.**$,Real world requirements for decision support-implications for RDBMS,Sanju K. Bansal,International Conference on Management of Data,1995
fnsry!+n1q+Rssvpvr17y!+h3qn7v1t+ersr5r1pr6+Q85v1t+b1-yv1r+er25tn1v?n7v21,Or77!+fny?or5tB+Pur1q21t+m28,iYQO,.**&,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
d8r5!v1t+NgfdY+qn7non6r6+0v7u+7rz325ny+y2tvp,Wn1+Pu2zvpxvB+Qn9vq+g2zn1B+Zvpunry+UA+Oöuyr1,NPZ+g5n16A+Qn7non6r+f!67A,",__.",Querying ATSQL databases with temporal logic,"Jan Chomicki, David Toman, Michael H. B&#246;hlen",ACM Transactions on Database Systems (TODS) ,2001
N+f!67rz+s25+jn7r5zn5xv1t+eryn7v21ny+Qn7non6r6,cr7r5+WA+Unn6B+enxr6u+Nt5n0nyB+Wr55!+Xvr51n1,fVTZbQ+P21sr5r1pr,",__;",A system for watermarking relational databases,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",International Conference on Management of Data,2003
gur+R92y87v21+2s+7ur+jro+n1q+Vz3yvpn7v216+s25+n1+V1p5rzr17ny+P5n0yr5,W81tu22+Pu2B+Urp725+Tn5pvn-Z2yv1n,iYQO,",___",The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
ev33yr+W2v16+s25+b1yv1r+Ntt5rtn7v21,cr7r5+WA+Unn6B+W26r3u+ZA+Uryyr567rv1,fVTZbQ+erp25q,.***,Ripple joins for online aggregation,"Peter J. Haas, Joseph M. Hellerstein",International Conference on Management of Data,1999
Z8pu+Nq2+No287+fun5rq-a27uv1t,Zvpunry+TA+a25zn1B+cr7r5+gun1v6puB+gu2zn6+m85rx,fVTZbQ+erp25q,.**%,Much ado about shared-nothing,"Michael G. Norman, Thomas Zurek, Peter Thanisch",ACM SIGMOD Record ,1996
V1qr v1t+9r5!+uvtu-qvzr16v21ny+63n56r+n1q+48n6v-63n56r+9rp7256+s25+6vzvyn5v7!+6rn5pur6,kvn2!n1t+frn1+jn1tB+Pun1t?u28+jn1t,iYQO+WA,",__.",Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"Changzhou Wang, X. Sean Wang",Very Large Data Bases,2001
f725v1t+frzv6758p785rq+Qn7n+0v7u+fgbeRQ,Nyv1+Qr876puB+Zn5!+SA+Sr51n1qr?B+Qn1+f8pv8,fVTZbQ+P21sr5r1pr,.***,Storing semistructured data with STORED,"Alin Deutsch, Mary Fernandez, Dan Suciu",International Conference on Management of Data,1999
Qrpyn5n7v9r+h3qn7r6+2s+eryn7v21ny+Qn7non6r6,jrvq21t+Pur1,NPZ+g5n16A+Qn7non6r+f!67A,.**$,Declarative updates of relational databases,Weidong Chen,ACM Transactions on Database Systems (TODS) ,1995
N+g5n16np7v21+er3yvpn7v21+fpurzr+s25+n+er3yvpn7rq+Qn7non6r+0v7u+a2qr+N87212z!,Qn9vq+jnv-Y2x+Pur81tB+Nqn+jnv-Purr+S8,iYQO,.**#,A Transaction Replication Scheme for a Replicated Database with Node Autonomy,"Ada Wai-Chee Fu, David Wai-Lok Cheung",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
h6v1t+ir56v216+v1+h3qn7r+g5n16np7v216M+N33yvpn7v21+72+V17rt5v7!+Purpxv1t,Qvzv75v+g2zo52ssB+R5vp+fvz21B+S5n1ç2v6+Yyv5on7,iYQO,.**^,Using Versions in Update Transactions: Application to Integrity Checking,"Fran&#231;ois Llirbat, Eric Simon, Dimitri Tombroff",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997
O281qrq+Vt125n1prM+N+grpu1v48r+s25+V1p5rn6v1t+P21p855r1p!+v1+n+er3yvpn7rq+f!67rz,N57u85+WA+Or5167rv1B+an5n!n1n1+X5v6u1nx8zn5,NPZ+g5n16A+Qn7non6r+f!67A,.**#,Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",ACM Transactions on Database Systems (TODS) ,1994
N+Qn7n+jn5ru286v1t+N5puv7rp785r+s25+R1noyv1t+fr59vpr+c529v6v21v1t+c52pr66,ln11v6+X27vqv6,iYQO,",__.",A Data Warehousing Architecture for Enabling Service Provisioning Process,Yannis Kotidis,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
ceRQNgbeM+N1+be-QOZf+0v7u+R1un1prq+Qn7n+g!3r6,c5n9rr1+fr6unq5vB+Zn5x+cn6xv1,fVTZbQ+P21sr5r1pr,.**^,PREDATOR: an OR-DBMS with enhanced data types,"Praveen Seshadri, Mark Paskin",International Conference on Management of Data,1997
"gur+e2yr+2s+O,O+R1tv1r6+v1+O,O+V17rt5n7v21+N5puv7rp785r6",Pu5v6723u+O866yr5,fVTZbQ+erp25q,",__,",The role of B2B engines in B2B integration architectures,Christoph Bussler,ACM SIGMOD Record ,2002
Zv1rfr7(7z)M+N+f!67rz+s25+Uvtu-R1q+Qn7n+Zv1v1t+n1q+iv68nyv?n7v21,:,iYQO,.**%,MineSet(tm): A System for High-End Data Mining and Visualization,,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
fpurznfdY+-+N+Yn1t8ntr+s25+V17r523r5novyv7!+v1+eryn7v21ny+Z8y7v-Qn7non6r+f!67rz6,Sr5rvq221+fnq5vB+Ynx6+iA+fA+Ynx6uzn1n1B+V!r5+aA+f8o5nzn1vn1,iYQO,.**%,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",Very Large Data Bases,1996
P267+Z2qry6+Qb+Zn77r5M+c529vqv1t+P267+V1s25zn7v21+s25+Qv9r56r+Qn7n+f285pr6+v1+n+Srqr5n7rq+f!67rz,Zn5!+g25x+e27uB+Yn85n+ZA+Unn6B+Sn7zn+b?pn1,iYQO,.***,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999
e8yr+Yn1t8ntr6+n1q+V17r51ny+Nytro5n6+s25+e8yr-On6rq+b37vzv?r56,Zv7pu+Pur51vnpxB+f7n1yr!+OA+mq21vx,fVTZbQ+P21sr5r1pr,.**%,Rule languages and internal algebras for rule-based optimizers,"Mitch Cherniack, Stanley B. Zdonik",International Conference on Management of Data,1996
R67vzn7v1t+Ny3un18zr5vp+fryrp7v9v7!+v1+7ur+c5r6r1pr+2s+jvyqpn5q6,Onynx5v6u1n+eA+V!r5B+Wrss5r!+fp277+iv77r5B+cA+X5v6u1n1,fVTZbQ+erp25q,.**%,Estimating alphanumeric selectivity in the presence of wildcards,"P. Krishnan, Jeffrey Scott Vitter, Bala Iyer",International Conference on Management of Data,1996
P21752y+f75n7rtvr6+s25+P2z3yr +eryn7v21ny+d8r5!+c52pr66v1t+v1+fun5rq+a27uv1t+f!67rz6,Yv21ry+O581vrB+Un5nyq+X26pu,fVTZbQ+P21sr5r1pr,.**%,Control strategies for complex relational query processing in shared nothing systems,"Lionel Brunie, Harald Kosch",ACM SIGMOD Record ,1996
ZRgh+bowrp7-b5vr17rq+QOZf,Pr7v1+b?xn1B+Prz+R95r1qvyrxB+l8x6ry+fn!tv1B+Vyxr5+Ny7v17n6B+V6znvyprz+O8qnx+N53v1n5B+Zruzr7+Ny7v1ryB+gn16ry+bxn!B+Vyxr5+Q85862!B+N68zn1+Q2tnp,fVTZbQ+erp25q,.**#,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994
j25x6u23+er3257M+gur+Sv567+V17r51n7v21ny+j25x6u23+21+Np7v9r+n1q+erny-gvzr+Qn7non6r+f!67rz6+(NegQO-*$),Zvxnry+Or51q76621B+Wö5tr1+Un16621,fVTZbQ+erp25q,.**%,Workshop report: the first international workshop on active and real-time database systems (ARTDB-95),"Mikael Berndtsson, J&#246;rgen Hansson",ACM SIGMOD Record ,1996
